s_P_0,determinant0,s_P_1,determinant1
3.439819059124795e-14,0.5046213051198324,3.4022716059838865e-13,0.5046213051198324
2.7934769442216265e-15,0.5047222448605772,3.509215706152651e-14,0.5047222448605772
3.224270881769095e-14,0.5048231796192914,3.077656447929032e-13,0.5048231796192914
2.886444700311574e-14,0.5049241847817656,2.925811924866873e-13,0.5049241847817656
2.6425956096290394e-14,0.5050251849861618,2.0782169846268119e-13,0.5050251849861618
1.6177954933776906e-16,0.505126180226169,2.7538906176500143e-15,0.505126180226169
1.8734831991738052e-14,0.5052272459425079,1.956821161509201e-13,0.5052272459425079
3.485430016690726e-14,0.5053283067184655,3.4948084061288443e-13,0.5053283067184655
1.8700853776644207e-14,0.5054293625477327,1.5523739274127693e-13,0.5054293625477327
7.50546691757544e-15,0.5055304889260379,8.32456795404916e-14,0.5055304889260379
3.9943024091314695e-15,0.5056316103817163,2.6500592389174223e-14,0.5056316103817163
7.240189903484903e-14,0.5057327269084609,6.170884320932479e-13,0.5057327269084609
3.7634352991019634e-16,0.5058339140570842,6.4443309266061115e-15,0.5058339140570842
6.340348530900879e-14,0.5059350963008925,5.999582756099401e-13,0.5059350963008925
3.889348305913391e-14,0.5060362736335815,3.8694387134737467e-13,0.5060362736335815
4.173183636210669e-15,0.5061375216611252,3.2942314935757367e-14,0.5061375216611252
1.0024508653220201e-15,0.5062387648017243,7.504457105804235e-15,0.5062387648017243
2.3600402231735428e-15,0.5063400408736278,1.4042224406398501e-14,0.5063400408736278
2.7270064601219347e-14,0.5064413120643938,2.4594084015419205e-13,0.5064413120643938
6.250033646060433e-14,0.5065426162106951,5.543911157030099e-13,0.5065426162106951
1.1424079243501231e-15,0.5066439533338759,1.2975691176381891e-14,0.5066439533338759
7.951282024240333e-14,0.5067452855938773,7.432361866887802e-13,0.5067452855938773
4.3711064274331776e-15,0.5068466508550452,4.854540851738521e-14,0.5068466508550452
9.989896000347257e-15,0.5069480491387651,8.697953258993877e-14,0.5069480491387651
2.7695013170496028e-14,0.5070494425773217,2.160235178809296e-13,0.5070494425773217
5.426374650386943e-14,0.5071509069611339,5.288348610850277e-13,0.5071509069611339
2.2529961342576486e-14,0.5072523286165473,1.809852266023431e-13,0.5072523286165473
4.53728805868196e-15,0.5073538212600884,4.681297753820744e-14,0.5073538212600884
1.3201086988933979e-14,0.5074553090887499,1.1412615000123127e-13,0.5074553090887499
5.490060710504592e-14,0.5075568300316056,5.260500658031685e-13,0.5075568300316056
9.434652725703616e-15,0.507658346165511,9.005988210318203e-14,0.507658346165511
1.0578942902498717e-14,0.5077598954380669,8.510669763846657e-14,0.5077598954380669
6.408975068938981e-14,0.5078614778707832,5.737609320076779e-13,0.5078614778707832
7.67337912507032e-14,0.5079630555127417,7.478247823453769e-13,0.5079630555127417
5.105734724197509e-14,0.5080647043211007,4.2362501830112733e-13,0.5080647043211007
6.500835605381532e-14,0.5578702287477636,5.773102557597252e-13,0.5578702287477636
3.519114511240928e-16,0.5579824686478052,7.856160254283588e-15,0.5579824686478052
5.2873127289357895e-14,0.5580947500758963,4.3228632755271897e-13,0.5580947500758963
1.6664512494380408e-14,0.5582070730615099,1.5390027087055607e-13,0.5582070730615099
1.1761409829362867e-15,0.5583194376341477,2.3248835826525622e-14,0.5583194376341477
2.775806428186284e-15,0.5584317580306137,2.1797625987205866e-14,0.5584317580306137
8.096899406126668e-16,0.5585441200264423,1.785760172482413e-15,0.5585441200264423
1.4724008408335077e-15,0.5586565236511796,2.6758219495205805e-14,0.5586565236511796
2.183568784671407e-14,0.5587689689343996,2.206958787533592e-13,0.5587689689343996
7.030791215003073e-14,0.5588814559057046,6.696789815022781e-13,0.5588814559057046
1.006778054513036e-15,0.5589938986850206,1.8929367190456113e-14,0.5589938986850206
8.766753814698093e-14,0.5591064690979781,9.024232749271437e-13,0.5591064690979781
7.363301524751322e-15,0.5592189953313986,4.2533239818778985e-14,0.5592189953313986
2.9795401167778908e-15,0.5593315633246619,5.3749343232117907e-14,0.5593315633246619
2.5066917200501102e-15,0.5594440871039685,1.4538376403155522e-14,0.5594440871039685
1.1130693748779445e-14,0.5595567386825733,1.2859016359822893e-13,0.5595567386825733
2.579878094777194e-16,0.5596693460597278,2.2468529393776586e-15,0.5596693460597278
1.341049395512471e-14,0.5597819952686842,1.3223139134999385e-13,0.5597819952686842
7.536519032157379e-14,0.5598946863392186,6.713559890360152e-13,0.5598946863392186
3.3475578541461755e-15,0.5600074193011362,4.3606554618881403e-14,0.5600074193011362
9.218807770886172e-14,0.5601201080397151,9.039011351593279e-13,0.5601201080397151
1.6373811714835989e-15,0.5602329248503722,4.467567698441803e-15,0.5602329248503722
6.062146177707604e-15,0.5603456974503132,7.181667004064075e-14,0.5603456974503132
2.366675647635781e-14,0.5604585120139716,2.5328797739024816e-13,0.5604585120139716
7.226377042639393e-15,0.5605712823324271,3.5935541747947976e-14,0.5605712823324271
5.832525812210799e-15,0.560684180889669,5.109070854485045e-14,0.560684180889669
5.935243987123846e-15,0.5607970352143857,8.201198344572653e-14,0.5607970352143857
2.896506530215362e-14,0.560910017885014,2.0103901343223675e-13,0.560910017885014
2.4404190681898288e-14,0.5610229563358559,2.849113576056001e-13,0.5610229563358559
5.1270792278412043e-14,0.5611358505260179,5.267974251966834e-13,0.5611358505260179
2.4035915635048735e-16,0.5612488731757552,3.3684746739678485e-15,0.5612488731757552
1.2697660997659314e-14,0.561361851577577,8.590148182457183e-14,0.561361851577577
7.301694735210875e-14,0.5614749585464243,7.724873832818667e-13,0.5614749585464243
8.010783248553699e-14,0.5615880212801809,8.39176552156197e-13,0.5615880212801809
2.2843001921608588e-14,0.5617010397378775,1.6366546185379787e-13,0.5617010397378775
6.34923404400141e-15,0.5618141868766328,5.959435594826663e-14,0.5618141868766328
1.8618083232207236e-14,0.5619272897521788,2.1608929639708152e-13,0.5619272897521788
7.39590020666374e-14,0.5620405214165598,7.561523071667028e-13,0.5620405214165598
8.03025050502738e-16,0.5621537088306441,1.3389740729452802e-15,0.5621537088306441
3.73685467762283e-14,0.562266938547444,4.234446891337501e-13,0.562266938547444
8.62328339963928e-14,0.5623801239793659,8.141340794965437e-13,0.5623801239793659
2.436286726539839e-14,0.562493438368568,1.6962218188727908e-13,0.562493438368568
2.66183297186806e-14,0.5626067084858609,2.2071578009010265e-13,0.5626067084858609
4.5035755219475566e-14,0.5627200209793753,3.9194177064681315e-13,0.5627200209793753
6.789460219850556e-14,0.5628333758794319,6.576491407597515e-13,0.5628333758794319
6.203423558714041e-16,0.5629466864794707,6.645050400849547e-17,0.5629466864794707
2.2511499122968826e-14,0.5630601262598346,1.9585769865358275e-13,0.5630601262598346
8.872886938901581e-15,0.5631735217532374,6.239723214788224e-14,0.5631735217532374
7.140403427912549e-14,0.5632869597269848,7.174698450000076e-13,0.5632869597269848
1.1408632272591805e-14,0.5634004402115023,1.2295713108978472e-13,0.5634004402115023
1.369416807112842e-16,0.5635139632372439,2.2885522756737614e-15,0.5635139632372439
2.0549354255566303e-16,0.5636274419544953,1.0360400546340436e-14,0.5636274419544953
4.189453238286458e-16,0.5637410501302358,1.0234880496982158e-14,0.5637410501302358
7.964029112271049e-15,0.563854614010663,5.947184532177221e-14,0.563854614010663
5.796130441780746e-14,0.5639682205065051,4.712649770845967e-13,0.5639682205065051
7.153074021409657e-16,0.5640817826723554,1.812205347271959e-16,0.5640817826723554
4.3398986229794156e-14,0.5641954744667587,3.895814738160742e-13,0.5641954744667587
5.957417402159559e-16,0.5643091219444053,1.4226186306378696e-14,0.5643091219444053
1.386254741242386e-14,0.5644228121118682,8.304063972417639e-14,0.5644228121118682
4.7586541696594794e-14,0.564536544999782,3.5790354733977296e-13,0.564536544999782
8.209278509623077e-14,0.564650320638813,7.726065141497634e-13,0.564650320638813
8.633440428743641e-14,0.564764139059655,8.587874242545296e-13,0.564764139059655
2.7686917789741476e-14,0.5648779131490002,2.446667958590065e-13,0.5648779131490002
7.247956631420157e-18,0.5649917300335129,1.1889068639508698e-15,0.5649917300335129
4.5541632354875267e-14,0.5651055897439353,4.363344410908731e-13,0.5651055897439353
7.034772028617689e-14,0.5751108154172635,6.601556424694233e-13,0.5751108154172635
4.2356294950216396e-14,0.5752270293483801,3.070415417559327e-13,0.5752270293483801
7.331039709194547e-14,0.575343198709039,7.083286977281559e-13,0.575343198709039
2.1472089170554342e-14,0.575459412866138,2.1517456203854887e-13,0.575459412866138
3.149833588204908e-16,0.5755756718524512,2.6586339136978365e-17,0.5755756718524512
5.525755196085531e-14,0.5756918862405933,4.3963315816728755e-13,0.5756918862405933
8.610337065643251e-17,0.5758082349585366,1.356758757587898e-16,0.5758082349585366
2.67169100924044e-14,0.5759245390934941,2.4744525584845734e-13,0.5759245390934941
6.98791344983468e-14,0.5760408881385177,6.231994785019644e-13,0.5760408881385177
2.944632217718893e-14,0.5761572821264986,2.359103437562991e-13,0.5761572821264986
4.942847753606762e-14,0.5762736315038027,5.277255610918777e-13,0.5762736315038027
4.3886459610425046e-14,0.5763901154511841,3.654527780384023e-13,0.5763901154511841
4.853600332845837e-14,0.5765065548031769,4.2805470757726655e-13,0.5765065548031769
2.4779998935715548e-15,0.5766230391793152,1.989477647019015e-14,0.5766230391793152
2.5800028000477797e-14,0.5767395686126072,2.1416293270009335e-13,0.5767395686126072
2.106515982671748e-15,0.5768560534228436,4.920156897960868e-15,0.5768560534228436
5.963823513257529e-14,0.5769726730442151,5.108610624903624e-13,0.5769726730442151
1.378484009908239e-14,0.5770892480579226,1.3171492514807908e-13,0.5770892480579226
9.269440059972794e-16,0.5772058682103103,1.0316632485690537e-14,0.5772058682103103
